method,rebalance_date,date,portfolio_return,turnover,n_assets
sample,2024-01-31,2024-02-01,0.007666443051266427,0.0,80
sample,2024-01-31,2024-02-02,-0.00947256194893815,0.0,80
sample,2024-01-31,2024-02-05,-0.007252062152369537,0.0,80
sample,2024-01-31,2024-02-06,0.003940992465527095,0.0,80
sample,2024-01-31,2024-02-07,0.0016019644996671386,0.0,80
sample,2024-01-31,2024-02-08,-0.00321083515145043,0.0,80
sample,2024-01-31,2024-02-09,-0.0006006525357984657,0.0,80
sample,2024-01-31,2024-02-12,0.005978689000552838,0.0,80
sample,2024-01-31,2024-02-13,-0.013041312296547465,0.0,80
sample,2024-01-31,2024-02-14,-0.003619992555724829,0.0,80
sample,2024-01-31,2024-02-15,0.0035242812218684015,0.0,80
sample,2024-01-31,2024-02-16,-0.0037003990924167935,0.0,80
sample,2024-01-31,2024-02-20,0.004117082565580022,0.0,80
sample,2024-01-31,2024-02-21,0.0031168594057507932,0.0,80
sample,2024-01-31,2024-02-22,0.008169396184688444,0.0,80
sample,2024-01-31,2024-02-23,0.00841512708795642,0.0,80
sample,2024-01-31,2024-02-26,-0.003893342929152193,0.0,80
sample,2024-01-31,2024-02-27,-0.0030287351708726223,0.0,80
sample,2024-01-31,2024-02-28,0.0007046454566071874,0.0,80
sample,2024-01-31,2024-02-29,4.8851983161925065e-05,0.0,80
sample,2024-01-31,2024-03-01,-0.0016750582106241241,0.0,80
ledoit_wolf,2024-01-31,2024-02-01,0.007457700983572095,0.0,80
ledoit_wolf,2024-01-31,2024-02-02,-0.009055409227377971,0.0,80
ledoit_wolf,2024-01-31,2024-02-05,-0.0075376833614398935,0.0,80
ledoit_wolf,2024-01-31,2024-02-06,0.0042305117984747665,0.0,80
ledoit_wolf,2024-01-31,2024-02-07,0.001380436403613167,0.0,80
ledoit_wolf,2024-01-31,2024-02-08,-0.003134342298959881,0.0,80
ledoit_wolf,2024-01-31,2024-02-09,-0.0007655126186558295,0.0,80
ledoit_wolf,2024-01-31,2024-02-12,0.006107083932769638,0.0,80
ledoit_wolf,2024-01-31,2024-02-13,-0.013211238727169724,0.0,80
ledoit_wolf,2024-01-31,2024-02-14,-0.0035212835091757953,0.0,80
ledoit_wolf,2024-01-31,2024-02-15,0.0037779837949970564,0.0,80
ledoit_wolf,2024-01-31,2024-02-16,-0.0037811606399168894,0.0,80
ledoit_wolf,2024-01-31,2024-02-20,0.003872040737907347,0.0,80
ledoit_wolf,2024-01-31,2024-02-21,0.003524884748360317,0.0,80
ledoit_wolf,2024-01-31,2024-02-22,0.007965585142690074,0.0,80
ledoit_wolf,2024-01-31,2024-02-23,0.00836191778612504,0.0,80
ledoit_wolf,2024-01-31,2024-02-26,-0.003912992975100773,0.0,80
ledoit_wolf,2024-01-31,2024-02-27,-0.0030107242218448908,0.0,80
ledoit_wolf,2024-01-31,2024-02-28,0.0006719310038371531,0.0,80
ledoit_wolf,2024-01-31,2024-02-29,0.00015222228369787165,0.0,80
ledoit_wolf,2024-01-31,2024-03-01,-0.0015558053779119515,0.0,80
embedding_prior,2024-01-31,2024-02-01,0.007670845395715338,0.0,80
embedding_prior,2024-01-31,2024-02-02,-0.010529557569820611,0.0,80
embedding_prior,2024-01-31,2024-02-05,-0.007125304253236875,0.0,80
embedding_prior,2024-01-31,2024-02-06,0.0017075055135869757,0.0,80
embedding_prior,2024-01-31,2024-02-07,-0.00024259592898453163,0.0,80
embedding_prior,2024-01-31,2024-02-08,-0.001719530494721307,0.0,80
embedding_prior,2024-01-31,2024-02-09,0.0033252598795921393,0.0,80
embedding_prior,2024-01-31,2024-02-12,0.005653657855223759,0.0,80
embedding_prior,2024-01-31,2024-02-13,-0.011404605210126232,0.0,80
embedding_prior,2024-01-31,2024-02-14,-0.0025221960891480683,0.0,80
embedding_prior,2024-01-31,2024-02-15,0.002996492157606119,0.0,80
embedding_prior,2024-01-31,2024-02-16,-0.003826261276598986,0.0,80
embedding_prior,2024-01-31,2024-02-20,0.0036121176976220233,0.0,80
embedding_prior,2024-01-31,2024-02-21,0.0017743772846169218,0.0,80
embedding_prior,2024-01-31,2024-02-22,0.007780275750771046,0.0,80
embedding_prior,2024-01-31,2024-02-23,0.0076244844523774,0.0,80
embedding_prior,2024-01-31,2024-02-26,-0.005333929338800549,0.0,80
embedding_prior,2024-01-31,2024-02-27,-0.0019237951121115432,0.0,80
embedding_prior,2024-01-31,2024-02-28,0.0009262586816235853,0.0,80
embedding_prior,2024-01-31,2024-02-29,-0.0012678184043375526,0.0,80
embedding_prior,2024-01-31,2024-03-01,-0.0020879554948696707,0.0,80
multiview,2024-01-31,2024-02-01,0.005586479729947377,0.0,80
multiview,2024-01-31,2024-02-02,-0.007245342899428992,0.0,80
multiview,2024-01-31,2024-02-05,-0.010104072804903618,0.0,80
multiview,2024-01-31,2024-02-06,0.004894286387907358,0.0,80
multiview,2024-01-31,2024-02-07,-0.011623932856695465,0.0,80
multiview,2024-01-31,2024-02-08,-0.006914287850039133,0.0,80
multiview,2024-01-31,2024-02-09,0.003214982289866548,0.0,80
multiview,2024-01-31,2024-02-12,0.004592060710136991,0.0,80
multiview,2024-01-31,2024-02-13,-0.01407544537959393,0.0,80
multiview,2024-01-31,2024-02-14,0.0006065482735052516,0.0,80
multiview,2024-01-31,2024-02-15,0.0079931237268193,0.0,80
multiview,2024-01-31,2024-02-16,-0.005927489381368719,0.0,80
multiview,2024-01-31,2024-02-20,0.001867722454662028,0.0,80
multiview,2024-01-31,2024-02-21,0.0009366584159599855,0.0,80
multiview,2024-01-31,2024-02-22,0.004043685104946426,0.0,80
multiview,2024-01-31,2024-02-23,0.0073228726267303606,0.0,80
multiview,2024-01-31,2024-02-26,-0.009744970930739883,0.0,80
multiview,2024-01-31,2024-02-27,-0.0012481784152907302,0.0,80
multiview,2024-01-31,2024-02-28,0.0009776493984120114,0.0,80
multiview,2024-01-31,2024-02-29,0.002066407911027701,0.0,80
multiview,2024-01-31,2024-03-01,-0.0014484743386365333,0.0,80
multiview_without_business,2024-01-31,2024-02-01,0.004753249287173349,0.0,80
multiview_without_business,2024-01-31,2024-02-02,-0.006494076956998293,0.0,80
multiview_without_business,2024-01-31,2024-02-05,-0.010812833653259572,0.0,80
multiview_without_business,2024-01-31,2024-02-06,0.005868168681693211,0.0,80
multiview_without_business,2024-01-31,2024-02-07,-0.012641772669167375,0.0,80
multiview_without_business,2024-01-31,2024-02-08,-0.008010940328796764,0.0,80
multiview_without_business,2024-01-31,2024-02-09,0.004803273484042895,0.0,80
multiview_without_business,2024-01-31,2024-02-12,0.005880796544307446,0.0,80
multiview_without_business,2024-01-31,2024-02-13,-0.014246018188952674,0.0,80
multiview_without_business,2024-01-31,2024-02-14,0.001738712882924924,0.0,80
multiview_without_business,2024-01-31,2024-02-15,0.008274216365463646,0.0,80
multiview_without_business,2024-01-31,2024-02-16,-0.005868909540430598,0.0,80
multiview_without_business,2024-01-31,2024-02-20,0.0018427761088221318,0.0,80
multiview_without_business,2024-01-31,2024-02-21,0.0004977798572780225,0.0,80
multiview_without_business,2024-01-31,2024-02-22,0.004415173277683131,0.0,80
multiview_without_business,2024-01-31,2024-02-23,0.007397285470833721,0.0,80
multiview_without_business,2024-01-31,2024-02-26,-0.010305330008902727,0.0,80
multiview_without_business,2024-01-31,2024-02-27,-0.0010178903567890686,0.0,80
multiview_without_business,2024-01-31,2024-02-28,0.0008353835580461023,0.0,80
multiview_without_business,2024-01-31,2024-02-29,0.0031438199832451563,0.0,80
multiview_without_business,2024-01-31,2024-03-01,-0.0033648024015089898,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-01,0.006297409923706111,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-02,-0.007662570676020165,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-05,-0.010158980881431622,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-06,0.005168687878670226,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-07,-0.013503319523396921,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-08,-0.007162270888235504,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-09,0.0038036021745211507,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-12,0.004917754507442981,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-13,-0.014289054685964999,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-14,0.000816237103830544,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-15,0.00789080207863235,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-16,-0.005353402854429042,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-20,0.0026669801527532,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-21,0.00045454512490589855,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-22,0.004232850540526776,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-23,0.007021920061433843,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-26,-0.01014300649992479,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-27,-0.0008947986293564652,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-28,0.0012741626916418607,0.0,80
multiview_without_behavioral,2024-01-31,2024-02-29,0.00466617412807196,0.0,80
multiview_without_behavioral,2024-01-31,2024-03-01,-0.0038083302261358054,0.0,80
multiview_without_growth,2024-01-31,2024-02-01,0.010163863432945217,0.0,80
multiview_without_growth,2024-01-31,2024-02-02,-0.007460116988236145,0.0,80
multiview_without_growth,2024-01-31,2024-02-05,-0.008909250947434198,0.0,80
multiview_without_growth,2024-01-31,2024-02-06,0.005380639604633284,0.0,80
multiview_without_growth,2024-01-31,2024-02-07,-0.0008144954747167251,0.0,80
multiview_without_growth,2024-01-31,2024-02-08,-0.004428541871148811,0.0,80
multiview_without_growth,2024-01-31,2024-02-09,-0.002892324780162385,0.0,80
multiview_without_growth,2024-01-31,2024-02-12,0.0020251124435124107,0.0,80
multiview_without_growth,2024-01-31,2024-02-13,-0.013777491840301831,0.0,80
multiview_without_growth,2024-01-31,2024-02-14,-0.0035814816199215903,0.0,80
multiview_without_growth,2024-01-31,2024-02-15,0.006295375384772301,0.0,80
multiview_without_growth,2024-01-31,2024-02-16,-0.0049514625177599315,0.0,80
multiview_without_growth,2024-01-31,2024-02-20,0.004585859059571074,0.0,80
multiview_without_growth,2024-01-31,2024-02-21,0.0011400877277291939,0.0,80
multiview_without_growth,2024-01-31,2024-02-22,0.005553468487278948,0.0,80
multiview_without_growth,2024-01-31,2024-02-23,0.007345038248781107,0.0,80
multiview_without_growth,2024-01-31,2024-02-26,-0.005818483024243878,0.0,80
multiview_without_growth,2024-01-31,2024-02-27,-0.0021894827475516226,0.0,80
multiview_without_growth,2024-01-31,2024-02-28,0.0016905808805903987,0.0,80
multiview_without_growth,2024-01-31,2024-02-29,0.0030724896627721088,0.0,80
multiview_without_growth,2024-01-31,2024-03-01,0.002002799543144534,0.0,80
multiview_without_network,2024-01-31,2024-02-01,0.0003679714552116285,0.0,80
multiview_without_network,2024-01-31,2024-02-02,-0.005557618504911355,0.0,80
multiview_without_network,2024-01-31,2024-02-05,-0.009375009645281783,0.0,80
multiview_without_network,2024-01-31,2024-02-06,0.0026818284435787447,0.0,80
multiview_without_network,2024-01-31,2024-02-07,-0.012274407065756601,0.0,80
multiview_without_network,2024-01-31,2024-02-08,-0.004686526260374017,0.0,80
multiview_without_network,2024-01-31,2024-02-09,0.0054373219298509985,0.0,80
multiview_without_network,2024-01-31,2024-02-12,0.006023239299795204,0.0,80
multiview_without_network,2024-01-31,2024-02-13,-0.011132865147157913,0.0,80
multiview_without_network,2024-01-31,2024-02-14,0.004501682555129379,0.0,80
multiview_without_network,2024-01-31,2024-02-15,0.009378670111973377,0.0,80
multiview_without_network,2024-01-31,2024-02-16,-0.0047483975591068265,0.0,80
multiview_without_network,2024-01-31,2024-02-20,0.0022234043276941526,0.0,80
multiview_without_network,2024-01-31,2024-02-21,0.0008649232517576348,0.0,80
multiview_without_network,2024-01-31,2024-02-22,0.007080754688322526,0.0,80
multiview_without_network,2024-01-31,2024-02-23,0.007061855152480085,0.0,80
multiview_without_network,2024-01-31,2024-02-26,-0.010040407991274022,0.0,80
multiview_without_network,2024-01-31,2024-02-27,-0.0003426391128885792,0.0,80
multiview_without_network,2024-01-31,2024-02-28,0.0008300240333870518,0.0,80
multiview_without_network,2024-01-31,2024-02-29,-0.0009020194619673402,0.0,80
multiview_without_network,2024-01-31,2024-03-01,-0.007195700622206566,0.0,80
sample,2024-02-29,2024-03-01,-0.002011800891662404,0.1319660096846473,80
sample,2024-02-29,2024-03-04,0.007224485864196854,0.1319660096846473,80
sample,2024-02-29,2024-03-05,-0.008253514098342012,0.1319660096846473,80
sample,2024-02-29,2024-03-06,0.006449417690348705,0.1319660096846473,80
sample,2024-02-29,2024-03-07,0.0017439030672401206,0.1319660096846473,80
sample,2024-02-29,2024-03-08,0.0009203942321225579,0.1319660096846473,80
sample,2024-02-29,2024-03-11,0.0019706116288356755,0.1319660096846473,80
sample,2024-02-29,2024-03-12,-0.0017841583483129769,0.1319660096846473,80
sample,2024-02-29,2024-03-13,0.00042932639829281827,0.1319660096846473,80
sample,2024-02-29,2024-03-14,-0.01243601153502144,0.1319660096846473,80
