ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
SPGI,2011-10-31,Financial Exchanges & Data,LIN|APA|GOOG|GOOGL|AVGO,ICE|MSCI|CBOE|MCO|CME,0.6937504158198999,0.7079658053186833,-0.014215389498783315
SRE,2011-10-31,Multi-Utilities,DUK|NEE|ROP|ECL|CASY,CMS|DTE|XEL|PCG|D,0.876901732662354,0.958650125959512,-0.081748393297158
STE,2011-10-31,Health Care Equipment,TKO|ICE|NXPI|DIS|DPZ,MDT|BDX|IDXX|RMD|RVTY,0.8212569343197399,0.8427760139163034,-0.021519079596563517
STT,2011-10-31,Asset Management & Custody Banks,HON|GE|WM|BX|VRSN,BX|IVZ|BK|BLK|KKR,0.9441926600986864,0.946862167198265,-0.002669507099578583
SWK,2011-10-31,Industrial Machinery & Supplies & Components,AVY|MAS|TRV|MRSH|SJM,GWW|PNR|DOV|HUBB|NDSN,0.9157393021464981,0.9503287185462014,-0.034589416399703254
SWKS,2011-10-31,Semiconductors,ETN|BG|JKHY|BLK|LIN,MU|TXN|QCOM|ON|MPWR,0.7360930393070696,0.8181895636900762,-0.08209652438300663
SYK,2011-10-31,Health Care Equipment,ISRG|TER|ADSK|GOOG|GOOGL,ISRG|DXCM|RMD|STE|BDX,0.9068767044211825,0.7983377019777599,0.10853900244342263
TDG,2011-10-31,Aerospace & Defense,TEL|WBD|ETN|EVRG|AVGO,RTX|AXON|BA|GE|GD,0.7990951072598401,0.8402659559366292,-0.04117084867678911
TECH,2011-10-31,Life Sciences Tools & Services,IDXX|A|AMGN|TEL|BKR,WAT|MTD|DHR|CRL|TMO,0.9180849777868718,0.9326142279689849,-0.01452925018211304
TFC,2011-10-31,Diversified Banks,BX|DPZ|BKR|SW|TKO,JPM|BAC|PNC|WFC|C,0.8657744011103089,0.98452695711506,-0.1187525560047511
TMO,2011-10-31,Life Sciences Tools & Services,PG|TECH|J|PFE|HON,DHR|CRL|TECH|A|WAT,0.8365425056524796,0.8461917792210195,-0.009649273568539951
TPL,2011-10-31,Oil & Gas Exploration & Production,TKO|ICE|NXPI|DIS|STE,APA|OXY|EOG|EQT|CTRA,0.20853115189922666,0.16044387893849402,0.04808727296073265
TRMB,2011-10-31,Application Software,GLW|ADI|FSLR|PODD|SWKS,ORCL|PTC|ADBE|TYL|SNPS,0.6813443237178934,0.9102173501705252,-0.22887302645263174
TROW,2011-10-31,Asset Management & Custody Banks,ACN|DG|BKR|APA|TPL,BK|BEN|BX|KKR|NTRS,0.9404043503081654,0.9464023645248738,-0.005998014216708425
TRV,2011-10-31,Property & Casualty Insurance,PGR|BXP|MET|AON|ARE,WRB|PGR|ACGL|CINF|CB,0.9570563173650816,0.9677463006961928,-0.010689983331111264
TSN,2011-10-31,Packaged Foods & Meats,CAG|SMCI|AVGO|TKO|LIN,SJM|HRL|MDLZ|CAG|GIS,0.8305067252955316,0.7594470783424422,0.07105964695308942
TXN,2011-10-31,Semiconductors,ADI|ROP|ADSK|LYB|DD,MU|ON|SWKS|MPWR|FSLR,0.9488003659290222,0.9587580146879177,-0.009957648758895488
TXT,2011-10-31,Aerospace & Defense,BLK|ETN|STE|DD|NXPI,RTX|LMT|LHX|GD|NOC,0.8355517512593278,0.847991681535195,-0.012439930275867206
TYL,2011-10-31,Application Software,BLDR|ULTA|AXON|PODD|LYV,CRM|TRMB|CDNS|ADSK|ORCL,0.84290818659197,0.9014332230900924,-0.05852503649812246
USB,2011-10-31,Diversified Banks,FITB|BAC|WFC|AXP|GS,TFC|WFC|PNC|BAC|JPM,0.9304307444930587,0.9407280355374906,-0.010297291044431889
WAT,2011-10-31,Life Sciences Tools & Services,CRL|V|AFL|MRSH|PSA,MTD|A|TECH|DHR|TMO,0.9429402235342293,0.9420009185049165,0.0009393050293128313
WEC,2011-10-31,Electric Utilities,LNT|NEE|XEL|AEP|NRG,ES|PPL|EVRG|EIX|AEP,0.9314327677003528,0.9273195871654268,0.004113180534925931
WFC,2011-10-31,Diversified Banks,BK|BX|DD|AVGO|DIS,TFC|USB|BAC|JPM|PNC,0.9116840864104321,0.9687787800225817,-0.05709469361214958
WRB,2011-10-31,Property & Casualty Insurance,MET|PGR|WTW|TRV|AON,ALL|PGR|CINF|HIG|CB,0.904175698344534,0.8519680340113309,0.05220766433320312
XEL,2011-10-31,Multi-Utilities,LNT|AEP|SWKS|TT|WEC,D|PCG|AEE|CMS|PNW,0.8541622512753069,0.9420688743510484,-0.08790662307574149
ZBH,2011-10-31,Health Care Equipment,BMY|ES|BG|VTRS|GNRC,MDT|BSX|SYK|RMD|ABT,0.7931578364579543,0.8526705371890217,-0.0595127007310674
A,2014-04-30,Life Sciences Tools & Services,PSKY|AVGO|NXPI|BG|BKR,CRL|WAT|TMO|DHR|MTD,0.4264263057518408,0.5785824164493822,-0.15215611069754142
ABBV,2014-04-30,Biotechnology,ABT|GILD|LLY|TECH|CHD,REGN|AMGN|VRTX|BIIB|INCY,0.5274245420042128,0.2002032186643129,0.32722132333989995
ABT,2014-04-30,Health Care Equipment,ABBV|GILD|CAH|BDX|PNC,EW|IDXX|RVTY|STE|MDT,0.49004206055523014,0.3091237778523988,0.18091828270283133
ACGL,2014-04-30,Property & Casualty Insurance,AON|WRB|XYL|CB|URI,ALL|PGR|WRB|TRV|HIG,0.5490788057339748,0.6778159637157541,-0.12873715798177932
ADBE,2014-04-30,Application Software,CRM|NOW|MSFT|TTWO|EPAM,FICO|ORCL|TYL|PTC|SNPS,0.6370020419407578,0.7014812407368121,-0.06447919879605424
ADI,2014-04-30,Semiconductors,ON|CMI|INTC|SWKS|TKO,SWKS|NVDA|AMD|MPWR|NXPI,-0.19918179120429197,0.6503172650743724,-0.8494990562786644
