experiment_name,label,features_enabled,final_reconstruction_mse,clustering_ari,clustering_nmi,peer_embedding_corr,peer_benchmark_corr,peer_corr_diff,cov_embedding_annual_variance,cov_ledoit_wolf_annual_variance,path
ae_minilm_text_only,minilm text,"text_business,text_risk",0.5519047766388792,0.21884167810300867,0.3810285202577553,0.3815003082256096,0.6531810416281558,-0.2716807334025463,,,experiments/20260423_230401_ae_minilm_text_only
ae_minilm,price + minilm text,"price_volatility,price_momentum,price_liquidity,text_business,text_risk",0.5534282905969155,0.24237705339023333,0.36792050871656384,0.513045711979428,0.6531810416281558,-0.14013532964872794,,,experiments/20260423_221234_ae_minilm
ae_minilm,price + minilm text + 8-K counts,"price_volatility,price_momentum,price_liquidity,event_item_frequency,text_business,text_risk",0.5472101229464469,0.22686693066390937,0.3519389203778866,0.49991762641591614,0.6531810416281558,-0.15326341521223974,,,experiments/20260423_223304_ae_minilm
ae_text_baseline,price + hashed text,"price_volatility,price_momentum,price_liquidity,text_business,text_risk",0.374547155046028,0.20618852867511994,0.34148506956574065,0.545267740856636,0.6531810416281558,-0.1079133007715198,,,experiments/20260423_212847_ae_text_baseline
risk_embedding,price,"price_volatility,price_momentum,price_liquidity",0.07510027076081291,0.05207516941162502,0.17108426550604466,0.552894854594328,0.6531810416281558,-0.10028618703382787,0.009942946652854954,0.009690002579367255,experiments/20260423_232623_risk_embedding
ae_events_only,8-K counts,event_item_frequency,0.06804070352687051,0.021833379691825673,0.09059265352042843,0.3907746679060758,0.6531810416281558,-0.2624063737220801,,,experiments/20260423_230519_ae_events_only
