ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
BDX,2011-10-31,Health Care Equipment,BSX|BMY|DGX|PFE|WST,ISRG|ABT|RVTY|STE|MDT,0.5924936450462934,0.7012210391503814,-0.10872739410408794
BEN,2011-10-31,Asset Management & Custody Banks,AMP|COF|PNC|CPT|MAA,AMP|NTRS|BLK|STT|IVZ,0.9827042533013948,0.9665389117815925,0.016165341519802312
BK,2011-10-31,Asset Management & Custody Banks,BX|WFC|PRU|BMY|VRSN,NTRS|KKR|AMP|BLK|STT,0.9483489711418136,0.9619575431017033,-0.013608571959889737
BLK,2011-10-31,Asset Management & Custody Banks,DPZ|NXPI|APA|TPL|TKO,BK|STT|AMP|KKR|IVZ,0.9153338659895115,0.9585917240670951,-0.043257858077583644
BSX,2011-10-31,Health Care Equipment,UHS|BDX|TECH|BMY|PFE,RMD|DXCM|ISRG|RVTY|SYK,0.8058937622383417,0.719518511500918,0.0863752507374238
BX,2011-10-31,Asset Management & Custody Banks,ARE|PRU|CTSH|KEY|AMP,BK|KKR|TROW|NTRS|AMP,0.8814419127271966,0.927767227013932,-0.046325314286735364
C,2011-10-31,Diversified Banks,TFC|COO|GPN|JBL|STZ,USB|PNC|JPM|BAC|WFC,0.9370733968960793,0.9542630165292636,-0.017189619633184328
CAG,2011-10-31,Packaged Foods & Meats,TT|YUM|PTC|VRSN|TSN,HSY|MKC|CPB|GIS|SJM,0.6527750613358775,0.6678943112830237,-0.015119249947146196
CB,2011-10-31,Property & Casualty Insurance,AON|MET|PGR|AIZ|MO,ALL|TRV|ACGL|WRB|HIG,0.975148853174519,0.9435208621337933,0.03162799104072578
CBOE,2011-10-31,Financial Exchanges & Data,KKR|VRSK|ULTA|ESS|PODD,CME|NDAQ|MSCI|ICE|MCO,0.6551527304620304,0.6195602127517258,0.03559251771030458
CDNS,2011-10-31,Application Software,CRL|NVDA|NTAP|AMD|EW,CRM|ADSK|TRMB|SNPS|ORCL,0.7674431252352181,0.885239338799069,-0.11779621356385095
CINF,2011-10-31,Property & Casualty Insurance,WRB|PGR|MGM|PRU|TRV,HIG|CB|WRB|TRV|PGR,0.9253302982557375,0.9396317382287154,-0.014301439972977836
CME,2011-10-31,Financial Exchanges & Data,TEL|BX|PFG|TT|VRSN,MSCI|CBOE|FDS|SPGI|ICE,0.7305992043109647,0.8118086431441618,-0.08120943883319709
CMS,2011-10-31,Multi-Utilities,LNT|DTE|PPL|NRG|LYV,PCG|DTE|D|NI|PNW,0.9041636585051595,0.9376260511685809,-0.033462392663421436
CNP,2011-10-31,Multi-Utilities,PCG|LDOS|EME|FE|DUK,PNW|NEE|SRE|XEL|CMS,0.8369126541270288,0.7973836457770528,0.03952900834997597
COP,2011-10-31,Oil & Gas Exploration & Production,PFG|AXON|BLDR|QCOM|DGX,DVN|OXY|EQT|EOG|APA,0.8839960179535955,0.8958162929044742,-0.011820274950878673
CPB,2011-10-31,Packaged Foods & Meats,CAH|STZ|CAG|GPC|GIS,CAG|MKC|HSY|HRL|MDLZ,0.5087574313974158,0.5684365820556008,-0.059679150658184965
CRL,2011-10-31,Life Sciences Tools & Services,CDNS|AMD|PSA|NTAP|KEY,TECH|A|DHR|TMO|WAT,0.618362660261704,0.6685960412037444,-0.05023338094204044
CRM,2011-10-31,Application Software,MSFT|PTC|ACN|ADSK|CTSH,CDNS|ADSK|ORCL|FICO|ADBE,0.7199997229835147,0.6676859131532038,0.052313809830310865
CTRA,2011-10-31,Oil & Gas Exploration & Production,DVN|OXY|EOG|EXPE|ADM,EQT|EOG|APA|TPL|OXY,0.8258278712018519,0.7615775237082467,0.06425034749360514
D,2011-10-31,Multi-Utilities,FSLR|MDLZ|ODFL|ETR|GRMN,NI|NEE|SRE|PCG|XEL,0.8243383732715458,0.9176841223842668,-0.09334574911272098
DD,2011-10-31,Specialty Chemicals,DPZ|NXPI|BLK|APA|TPL,LYB|PPG|SHW|IFF|ALB,0.9244989437030391,0.9051424730445327,0.01935647065850643
DHR,2011-10-31,Life Sciences Tools & Services,ROP|TECH|ARE|TT|A,TECH|WAT|TMO|A|MTD,0.9483453900696188,0.910157603864293,0.03818778620532581
DOV,2011-10-31,Industrial Machinery & Supplies & Components,ITW|APD|GD|PTC|ROP,PNR|SNA|SWK|PH|GWW,0.9053590064259337,0.9255819205142606,-0.020222914088326882
DTE,2011-10-31,Multi-Utilities,CSX|LNT|NTAP|NVDA|KEY,SRE|PCG|NI|PNW|ED,0.8401373365928283,0.9771307849062348,-0.13699344831340654
DUK,2011-10-31,Electric Utilities,FE|TT|A|LDOS|PODD,PEG|FE|LNT|EVRG|EIX,0.7476629874275911,0.9214812801029952,-0.17381829267540416
DVN,2011-10-31,Oil & Gas Exploration & Production,EOG|BX|VLO|XOM|CTSH,APA|CTRA|TPL|EOG|EQT,0.9150395824448054,0.9312569391604351,-0.016217356715629627
DXCM,2011-10-31,Health Care Equipment,INCY|PODD|BLDR|TSLA|CHTR,BSX|ZBH|BAX|RVTY|PODD,0.2740729373340149,0.34860128753928626,-0.07452835020527138
ECL,2011-10-31,Specialty Chemicals,BMY|TT|TECH|ES|AOS,DD|IFF|LYB|PPG|ALB,0.9081146778609647,0.8625944082710943,0.04552026958987032
ED,2011-10-31,Multi-Utilities,PEG|JCI|FSLR|GE|TT,D|NEE|DTE|CMS|SRE,0.7949044823108168,0.9383104713386136,-0.14340598902779678
EIX,2011-10-31,Electric Utilities,PNR|DTE|PODD|WELL|CSGP,AEP|EVRG|FE|SO|LNT,0.7552868060918758,0.8702111789070336,-0.11492437281515777
EOG,2011-10-31,Oil & Gas Exploration & Production,DVN|ORCL|CTSH|VLO|TT,EQT|COP|APA|DVN|CTRA,0.8023307251800578,0.8482967743977102,-0.04596604921765246
EQT,2011-10-31,Oil & Gas Exploration & Production,OKE|FE|CMI|ODFL|CHRW,EOG|COP|TPL|APA|CTRA,0.890568189437125,0.9152308408230808,-0.024662651385955803
ES,2011-10-31,Electric Utilities,GE|VRSN|ECL|TDY|TECH,EXC|PPL|DUK|EVRG|PEG,0.8695646389521058,0.8740525081929252,-0.004487869240819453
ETR,2011-10-31,Electric Utilities,IRM|COP|PFG|DTE|CSX,DUK|PEG|FE|EXC|EVRG,0.8979511531540979,0.9114665445163977,-0.013515391362299845
EVRG,2011-10-31,Electric Utilities,DPZ|NXPI|BLK|APA|TPL,ETR|EXC|ES|PPL|LNT,0.7999229494413332,0.9414616413971099,-0.14153869195577662
EW,2011-10-31,Health Care Equipment,NVDA|NTAP|PSA|AMD|KEY,STE|BDX|SYK|MDT|DXCM,0.7256859444963625,0.47154849598869625,0.25413744850766623
EXC,2011-10-31,Electric Utilities,LVS|PPL|CSGP|AES|MGM,WEC|LNT|SO|EIX|FE,0.7617218549528465,0.8746124216227795,-0.11289056666993302
FDS,2011-10-31,Financial Exchanges & Data,DHR|RJF|AFL|IT|MSCI,CBOE|NDAQ|MCO|ICE|SPGI,0.9377039669091276,0.9262576541874948,0.011446312721632768
FE,2011-10-31,Electric Utilities,DUK|PFG|ORLY|TT|L,SO|EVRG|LNT|EIX|PEG,0.8983179360522847,0.8463293252754285,0.05198861077685624
FICO,2011-10-31,Application Software,GD|BR|JCI|PNC|NVDA,ORCL|INTU|ADSK|ADBE|CRM,0.6472330853474265,0.6094361534614341,0.037796931885992424
FSLR,2011-10-31,Semiconductors,IP|ORCL|ARE|ACN|TT,NXPI|NVDA|MCHP|AVGO|AMD,0.6659523366659129,0.6777790193701942,-0.011826682704281333
GD,2011-10-31,Aerospace & Defense,VRSN|LMT|TEL|PFE|ARE,RTX|NOC|LHX|LMT|GE,0.9048368996158448,0.893526655188328,0.011310244427516825
GE,2011-10-31,Aerospace & Defense,TEL|PEG|ADSK|BBY|LMT,BA|LMT|GD|RTX|NOC,0.8328926526567407,0.8774492309126455,-0.044556578255904755
GIS,2011-10-31,Packaged Foods & Meats,LMT|INTC|CPB|CSCO|CAH,MKC|HSY|SJM|HRL|CPB,0.8353432251474155,0.899420380150802,-0.0640771550033864
GWW,2011-10-31,Industrial Machinery & Supplies & Components,ADM|TSCO|ACN|NFLX|MRSH,IEX|ITW|PH|DOV|SWK,0.8517438801649866,0.9430904849561382,-0.09134660479115164
HIG,2011-10-31,Property & Casualty Insurance,TRV|PGR|GEN|AON|PEG,WRB|TRV|CB|CINF|ACGL,0.7688391269106399,0.7703991727908729,-0.001560045880232952
HRL,2011-10-31,Packaged Foods & Meats,TSN|TT|DHR|CAG|PTC,MKC|GIS|MDLZ|HSY|SJM,0.8203331089863274,0.9133178857289387,-0.0929847767426113
HSY,2011-10-31,Packaged Foods & Meats,MKC|BMY|VRTX|BAX|MRK,CPB|GIS|CAG|HRL|MDLZ,0.7579277863257609,0.7418781290377827,0.016049657287978136
HUBB,2011-10-31,Industrial Machinery & Supplies & Components,BDX|TYL|ULTA|WBD|PODD,PNR|DOV|IEX|SWK|NDSN,0.820375915658587,0.9060255005919791,-0.08564958493339203
ICE,2011-10-31,Financial Exchanges & Data,DPZ|NXPI|BLK|APA|TPL,MSCI|CME|SPGI|FDS|NDAQ,0.8010351830842452,0.8414167350856572,-0.040381552001412024
IDXX,2011-10-31,Health Care Equipment,TECH|VRTX|PFE|A|TEL,RVTY|RMD|BAX|DXCM|SYK,0.8212415056689253,0.7037003905925991,0.11754111507632614
IEX,2011-10-31,Industrial Machinery & Supplies & Components,AON|AMGN|TECH|GD|ECL,GWW|DOV|NDSN|SWK|ITW,0.90524858829761,0.9527235789324163,-0.04747499063480631
IFF,2011-10-31,Specialty Chemicals,WST|MNST|CHD|TJX|EL,ALB|ECL|SHW|PPG|LYB,0.4383966483929289,0.5046877372066371,-0.06629108881370815
INTC,2011-10-31,Semiconductors,TEL|A|SNPS|VRSN|ADSK,MCHP|QCOM|AMD|ON|AVGO,0.9068248349279485,0.8290523196815905,0.07777251524635798
INTU,2011-10-31,Application Software,IRM|JBL|PG|COHR|ADSK,ADBE|SNPS|ADSK|TYL|CRM,0.9465125899189502,0.9154492816049441,0.031063308314006055
ISRG,2011-10-31,Health Care Equipment,REGN|BSX|SYK|UNH|TECH,EW|BDX|MDT|RMD|ABT,0.8159840371763903,0.8818022981334569,-0.06581826095706655
ITW,2011-10-31,Industrial Machinery & Supplies & Components,RTX|ADSK|DOV|PTC|RL,SNA|DOV|GWW|NDSN|PH,0.8826459565987508,0.9061174820316216,-0.023471525432870788
IVZ,2011-10-31,Asset Management & Custody Banks,MSCI|AMP|ACN|MRSH|CTSH,BK|NTRS|STT|AMP|BX,0.9317422028381197,0.9263314775634531,0.005410725274666572
JPM,2011-10-31,Diversified Banks,BK|MMM|BAC|COF|GS,USB|PNC|TFC|WFC|C,0.9844593813717061,0.9737470101926691,0.010712371179037006
KKR,2011-10-31,Asset Management & Custody Banks,CBOE|VRSK|ESS|PODD|CHTR,BEN|IVZ|NTRS|BLK|BK,0.6970550725071581,0.8712444627301246,-0.17418939022296642
LHX,2011-10-31,Aerospace & Defense,TMUS|ROP|CRL|ARE|PFE,GE|TXT|RTX|GD|TDG,0.9068900685979839,0.896736010083681,0.010154058514302955
LMT,2011-10-31,Aerospace & Defense,GD|BA|CTSH|PFE|GE,AXON|BA|TXT|GD|RTX,0.8000918831042464,0.8023437487645744,-0.0022518656603279785
LNT,2011-10-31,Electric Utilities,WEC|DTE|FAST|XEL|ES,SO|DUK|PPL|EXC|EIX,0.8719611699376099,0.8586795225588328,0.013281647378777017
LYB,2011-10-31,Specialty Chemicals,DPZ|NXPI|BLK|APA|TPL,ALB|IFF|SHW|DD|PPG,0.8074891324001642,0.8724784053519131,-0.06498927295174894
MCHP,2011-10-31,Semiconductors,SNPS|TER|PTC|INTC|ADSK,ADI|NXPI|SWKS|AVGO|MPWR,0.8988953000993266,0.9639162467731235,-0.06502094667379688
MCO,2011-10-31,Financial Exchanges & Data,MGM|CDNS|GS|CRL|BR,NDAQ|ICE|FDS|MSCI|SPGI,0.8879324951656351,0.9245042333945611,-0.03657173822892601
MDLZ,2011-10-31,Packaged Foods & Meats,SJM|JBL|TT|VRSN|RL,SJM|MKC|GIS|TSN|HRL,0.7454674428578554,0.8404484181493931,-0.0949809752915377
MDT,2011-10-31,Health Care Equipment,DPZ|NXPI|BLK|APA|TPL,PODD|ISRG|EW|BAX|SYK,0.8140444187896166,0.7355329909371733,0.07851142785244336
MKC,2011-10-31,Packaged Foods & Meats,HSY|MRK|LII|LMT|VRTX,CPB|GIS|HRL|HSY|MDLZ,0.7184673280649785,0.9077426609971077,-0.18927533293212917
MPWR,2011-10-31,Semiconductors,FTNT|TYL|URI|ULTA|LYV,QCOM|MU|MCHP|FSLR|NXPI,0.7633380144845204,0.8699708750667721,-0.10663286058225163
MSCI,2011-10-31,Financial Exchanges & Data,AON|MRSH|CTSH|TEL|SPGI,MCO|ICE|FDS|CME|NDAQ,0.8748316576234909,0.9395187188935618,-0.06468706127007084
MTD,2011-10-31,Life Sciences Tools & Services,NDSN|MSCI|JCI|FIS|TEL,A|TECH|WAT|DHR|CRL,0.7580798499256709,0.7537580109783479,0.004321838947322965
MU,2011-10-31,Semiconductors,CDNS|INTC|AMAT|MCHP|DTE,ADI|AVGO|TXN|FSLR|MPWR,0.4271731191991893,0.4681097954051893,-0.040936676206
NDAQ,2011-10-31,Financial Exchanges & Data,CME|ORCL|LII|VRSN|TER,CBOE|FDS|SPGI|ICE|MSCI,0.9484372381845788,0.9274860582957588,0.020951179888820004
NDSN,2011-10-31,Industrial Machinery & Supplies & Components,CTSH|UHS|EXPD|ARE|BA,IEX|ITW|DOV|SWK|SNA,0.889494432637609,0.9139428694950885,-0.02444843685747955
NEE,2011-10-31,Multi-Utilities,NRG|SRE|ROP|DUK|ARE,PCG|XEL|ED|D|AEE,0.8767349031814579,0.7906446706847085,0.08609023249674941
NI,2011-10-31,Multi-Utilities,NTRS|OKE|LMT|DVN|FISV,PNW|XEL|ED|SRE|AEE,0.8564785889275154,0.9299701765217406,-0.07349158759422525
NOC,2011-10-31,Aerospace & Defense,LMT|BA|GD|GLW|ARE,AXON|GD|TDG|BA|RTX,0.8863753412445442,0.8948490936602472,-0.008473752415703029
NTRS,2011-10-31,Asset Management & Custody Banks,GD|PRU|MMM|BX|VRSN,STT|BX|AMP|IVZ|KKR,0.9209504067386575,0.9304713298755496,-0.009520923136892123
NVDA,2011-10-31,Semiconductors,NTAP|EW|PSA|AMD|CDNS,INTC|ADI|QCOM|MPWR|NXPI,0.8190855700984131,0.7158505188918783,0.10323505120653476
NXPI,2011-10-31,Semiconductors,DPZ|BLK|APA|TPL|TKO,MPWR|TXN|AMD|FSLR|INTC,0.7790689613497842,0.8725536052236172,-0.09348464387383304
ON,2011-10-31,Semiconductors,STX|ADI|HON|JBL|PSA,INTC|ADI|FSLR|MCHP|NXPI,0.8185608978332718,0.8108576430302998,0.007703254802971959
ORCL,2011-10-31,Application Software,PTC|CTSH|ACN|HPQ|ADSK,CRM|INTU|PTC|ADBE|TYL,0.9417558600212975,0.9591741992949773,-0.01741833927367975
OXY,2011-10-31,Oil & Gas Exploration & Production,CTRA|VLO|DVN|EXPE|DAL,COP|APA|EOG|DVN|EQT,0.908252153058996,0.9353631854767589,-0.027111032417762915
PCG,2011-10-31,Multi-Utilities,PPL|CNP|PEG|HPQ|ADSK,DTE|CNP|PNW|SRE|ED,0.538834012743796,0.6789702756421162,-0.14013626289832015
PEG,2011-10-31,Electric Utilities,GE|VZ|CIEN|TT|TEL,PPL|ETR|DUK|EIX|ES,0.8549230383289871,0.9189078384461358,-0.06398480011714869
PGR,2011-10-31,Property & Casualty Insurance,CB|WRB|MET|RL|L,ACGL|CB|TRV|CINF|ALL,0.8759514413657155,0.8737550852092191,0.002196356156496382
PH,2011-10-31,Industrial Machinery & Supplies & Components,DLR|URI|WELL|LYV|ULTA,SWK|GWW|ITW|PNR|NDSN,0.9136914240396592,0.9386345272130815,-0.0249431031734223
PNC,2011-10-31,Diversified Banks,SPGI|VTR|MSFT|BR|GD,JPM|BAC|WFC|USB|C,0.9432856740454914,0.9633971020318863,-0.02011142798639498
PNR,2011-10-31,Industrial Machinery & Supplies & Components,TT|CTSH|ROP|AMD|REGN,SNA|HUBB|DOV|GWW|PH,0.9039361489374438,0.9691401523744327,-0.06520400343698896
PNW,2011-10-31,Multi-Utilities,XEL|CTSH|J|LDOS|AEP,PCG|CNP|D|NEE|ED,0.8323543674126576,0.9325647712209371,-0.1002104038082795
PODD,2011-10-31,Health Care Equipment,ULTA|CSGP|LYV|TYL|BLDR,RVTY|ZBH|ISRG|EW|SYK,0.35280011236948117,0.3202783763087214,0.032521736060759754
PPG,2011-10-31,Specialty Chemicals,GLW|AMAT|KMB|ADSK|SHW,ALB|LYB|DD|ECL|IFF,0.8694405349807957,0.9177588348864835,-0.04831829990568781
PPL,2011-10-31,Electric Utilities,HPQ|AMD|TEL|EQR|REGN,PEG|WEC|SO|EVRG|LNT,0.8417260599844799,0.9018102217541147,-0.060084161769634825
PTC,2011-10-31,Application Software,ADSK|CTSH|ARE|ORCL|TT,CRM|CDNS|INTU|TYL|ADSK,0.9373677546938123,0.9333695497659094,0.003998204927902926
QCOM,2011-10-31,Semiconductors,FTNT|TYL|CSGP|AXON|BLDR,NXPI|SWKS|AVGO|MCHP|MPWR,0.8272503173908503,0.7306936788000177,0.09655663859083263
RMD,2011-10-31,Health Care Equipment,BBY|COR|IDXX|CSCO|CAH,SYK|DXCM|BSX|ABT|RVTY,0.7466563656959896,0.6760846849847493,0.07057168071124031
RTX,2011-10-31,Aerospace & Defense,ITW|TER|BA|ADSK|VZ,NOC|AXON|TDG|GD|GE,0.9595001829419136,0.9553169218898198,0.0041832610520938784
RVTY,2011-10-31,Health Care Equipment,MCHP|CIEN|VRSN|AMGN|UHS,BAX|ABT|STE|RMD|DXCM,0.8509954582186856,0.679733419828969,0.17126203838971665
SHW,2011-10-31,Specialty Chemicals,ADSK|PTC|RF|ITW|CTSH,DD|ECL|ALB|LYB|IFF,0.8028908550885473,0.8290491408987786,-0.026158285810231274
SJM,2011-10-31,Packaged Foods & Meats,MDLZ|RL|KDP|VRSN|TSN,TSN|MKC|CPB|CAG|MDLZ,0.7218623283504261,0.7282629833957919,-0.0064006550453657995
SNA,2011-10-31,Industrial Machinery & Supplies & Components,FAST|VRSN|ITW|MSI|ADSK,HUBB|GWW|NDSN|DOV|IEX,0.9360044307718837,0.9171505127030257,0.018853918068857944
SNPS,2011-10-31,Application Software,INTC|ADSK|MCHP|VRSN|COHR,ADSK|PTC|TRMB|CDNS|TYL,0.8908232567753659,0.9043906601256323,-0.013567403350266405
SO,2011-10-31,Electric Utilities,ALB|LMT|PFE|KEY|FE,ES|PEG|PPL|DUK|EVRG,0.8953957854604876,0.9342066600019895,-0.038810874541501894
SPGI,2011-10-31,Financial Exchanges & Data,MSCI|PNC|WBD|ROP|DHR,ICE|MSCI|CBOE|MCO|CME,0.7545846920743073,0.7079658053186833,0.04661888675562409
SRE,2011-10-31,Multi-Utilities,NEE|AMGN|XEL|LNT|ADSK,CMS|DTE|XEL|PCG|D,0.8722406813007969,0.958650125959512,-0.08640944465871514
STE,2011-10-31,Health Care Equipment,DPZ|NXPI|BLK|APA|TPL,MDT|BDX|IDXX|RMD|RVTY,0.781448782412426,0.8427760139163034,-0.06132723150387742
STT,2011-10-31,Asset Management & Custody Banks,BX|WM|BK|DVN|LYV,BX|IVZ|BK|BLK|KKR,0.9207821749259283,0.946862167198265,-0.026079992272336705
SWK,2011-10-31,Industrial Machinery & Supplies & Components,SLB|AVY|SJM|TRV|BDX,GWW|PNR|DOV|HUBB|NDSN,0.8879152691049257,0.9503287185462014,-0.06241344944127569
SWKS,2011-10-31,Semiconductors,AMT|QCOM|ACN|TER|SATS,MU|TXN|QCOM|ON|MPWR,0.8608586737150975,0.8181895636900762,0.04266911002502127
SYK,2011-10-31,Health Care Equipment,ISRG|UNH|ORLY|TDG|TPR,ISRG|DXCM|RMD|STE|BDX,0.8881257729124492,0.7983377019777599,0.08978807093468932
TDG,2011-10-31,Aerospace & Defense,WST|TEL|TECH|TDY|REGN,RTX|AXON|BA|GE|GD,0.7536881450994811,0.8402659559366292,-0.0865778108371481
TECH,2011-10-31,Life Sciences Tools & Services,IDXX|A|TEL|DHR|AMGN,WAT|MTD|DHR|CRL|TMO,0.9307601915918905,0.9326142279689849,-0.001854036377094359
TFC,2011-10-31,Diversified Banks,BX|C|FE|PWR|IRM,JPM|BAC|PNC|WFC|C,0.9527489236704144,0.98452695711506,-0.03177803344464558
TMO,2011-10-31,Life Sciences Tools & Services,TECH|PG|IDXX|DHR|WM,DHR|CRL|TECH|A|WAT,0.8288046612206181,0.8461917792210195,-0.01738711800040138
TPL,2011-10-31,Oil & Gas Exploration & Production,DPZ|NXPI|BLK|APA|TKO,APA|OXY|EOG|EQT|CTRA,0.18369004470407735,0.16044387893849402,0.023246165765583332
TRMB,2011-10-31,Application Software,VZ|ADSK|PTC|BAC|FSLR,ORCL|PTC|ADBE|TYL|SNPS,0.9114081679703031,0.9102173501705252,0.0011908177997779212
TROW,2011-10-31,Asset Management & Custody Banks,BR|BX|GD|PNR|SPGI,BK|BEN|BX|KKR|NTRS,0.9685697660558094,0.9464023645248738,0.02216740153093555
TRV,2011-10-31,Property & Casualty Insurance,AON|BXP|MRSH|PRU|EXPD,WRB|PGR|ACGL|CINF|CB,0.9464468886797504,0.9677463006961928,-0.021299412016442476
TSN,2011-10-31,Packaged Foods & Meats,TT|HRL|CAG|FFIV|PTC,SJM|HRL|MDLZ|CAG|GIS,0.842840457734041,0.7594470783424422,0.08339337939159885
TXN,2011-10-31,Semiconductors,COHR|KEY|ROP|ADSK|INTC,MU|ON|SWKS|MPWR|FSLR,0.9043403336279106,0.9587580146879177,-0.054417681060007106
TXT,2011-10-31,Aerospace & Defense,GD|RTX|TER|TJX|RVTY,RTX|LMT|LHX|GD|NOC,0.8499048690137634,0.847991681535195,0.00191318747856839
TYL,2011-10-31,Application Software,BLDR|CSGP|ULTA|AXON|PODD,CRM|TRMB|CDNS|ADSK|ORCL,0.8131393787912666,0.9014332230900924,-0.08829384429882581
USB,2011-10-31,Diversified Banks,FITB|WFC|BAC|GS|PHM,TFC|WFC|PNC|BAC|JPM,0.9462236405329058,0.9407280355374906,0.0054956049954151265
WAT,2011-10-31,Life Sciences Tools & Services,SLB|DHR|A|WFC|AWK,MTD|A|TECH|DHR|TMO,0.9454537955013242,0.9420009185049165,0.0034528769964077277
WEC,2011-10-31,Electric Utilities,LNT|DTE|XEL|AEP|NEE,ES|PPL|EVRG|EIX|AEP,0.9534895139639376,0.9273195871654268,0.026169926798510712
WFC,2011-10-31,Diversified Banks,COF|GD|BK|BMY|V,TFC|USB|BAC|JPM|PNC,0.937334512559418,0.9687787800225817,-0.031444267463163644
WRB,2011-10-31,Property & Casualty Insurance,PGR|MET|AON|VZ|CINF,ALL|PGR|CINF|HIG|CB,0.9103177656295726,0.8519680340113309,0.05834973161824164
XEL,2011-10-31,Multi-Utilities,WEC|DTE|ALB|LNT|MSI,D|PCG|AEE|CMS|PNW,0.918051630020938,0.9420688743510484,-0.02401724433011032
ZBH,2011-10-31,Health Care Equipment,ORLY|BMY|NVR|TECH|JNJ,MDT|BSX|SYK|RMD|ABT,0.8148804825581586,0.8526705371890217,-0.03779005463086316
A,2014-04-30,Life Sciences Tools & Services,TEL|TT|INTC|APD|AMGN,CRL|WAT|TMO|DHR|MTD,0.7179344843762999,0.5785824164493822,0.13935206792691768
ABBV,2014-04-30,Biotechnology,ABT|GILD|LLY|ALB|AMGN,REGN|AMGN|VRTX|BIIB|INCY,0.40445013752034537,0.2002032186643129,0.20424691885603247
ABT,2014-04-30,Health Care Equipment,ABBV|GILD|AMGN|LLY|CAH,EW|IDXX|RVTY|STE|MDT,0.6145770651579622,0.3091237778523988,0.30545328730556337
ACGL,2014-04-30,Property & Casualty Insurance,AON|CB|URI|EG|WTW,ALL|PGR|WRB|TRV|HIG,0.8158505106378372,0.6778159637157541,0.13803454692208306
ADBE,2014-04-30,Application Software,MSFT|CRM|NOW|EPAM|AKAM,FICO|ORCL|TYL|PTC|SNPS,0.7959528513049684,0.7014812407368121,0.09447161056815634
ADI,2014-04-30,Semiconductors,ON|MSI|ACN|EPAM|ADSK,SWKS|NVDA|AMD|MPWR|NXPI,0.5210834514163367,0.6503172650743724,-0.12923381365803566
