method,rebalance_date,date,portfolio_return,turnover,n_assets
sample,2024-01-31,2024-02-01,0.012148514633627538,0.0,150
sample,2024-01-31,2024-02-02,-0.0028437166822177823,0.0,150
sample,2024-01-31,2024-02-05,-0.005953652395864343,0.0,150
sample,2024-01-31,2024-02-06,0.0023422442433031214,0.0,150
sample,2024-01-31,2024-02-07,0.0037671468572585323,0.0,150
sample,2024-01-31,2024-02-08,-0.005771061728463056,0.0,150
sample,2024-01-31,2024-02-09,-0.00036011701064671167,0.0,150
sample,2024-01-31,2024-02-12,0.0004138290982717052,0.0,150
sample,2024-01-31,2024-02-13,-0.004399884724904698,0.0,150
sample,2024-01-31,2024-02-14,0.002989108868622653,0.0,150
sample,2024-01-31,2024-02-15,0.007029848075337674,0.0,150
sample,2024-01-31,2024-02-16,0.0015283430549883335,0.0,150
sample,2024-01-31,2024-02-20,0.006626894248205006,0.0,150
sample,2024-01-31,2024-02-21,0.002257705878674748,0.0,150
sample,2024-01-31,2024-02-22,0.00951851116926581,0.0,150
sample,2024-01-31,2024-02-23,0.005446490564114604,0.0,150
sample,2024-01-31,2024-02-26,-0.001209503785302715,0.0,150
sample,2024-01-31,2024-02-27,-0.0003923782729609378,0.0,150
sample,2024-01-31,2024-02-28,0.002578023508766342,0.0,150
sample,2024-01-31,2024-02-29,-0.0037807011215089045,0.0,150
sample,2024-01-31,2024-03-01,-0.00011950874694722428,0.0,150
ledoit_wolf,2024-01-31,2024-02-01,0.012947206326367538,0.0,150
ledoit_wolf,2024-01-31,2024-02-02,-0.0032111299404705227,0.0,150
ledoit_wolf,2024-01-31,2024-02-05,-0.006487778492279838,0.0,150
ledoit_wolf,2024-01-31,2024-02-06,0.00243239915874666,0.0,150
ledoit_wolf,2024-01-31,2024-02-07,0.0036213327976898826,0.0,150
ledoit_wolf,2024-01-31,2024-02-08,-0.005331408131394218,0.0,150
ledoit_wolf,2024-01-31,2024-02-09,-0.00015632581817953228,0.0,150
ledoit_wolf,2024-01-31,2024-02-12,0.0006966456081688797,0.0,150
ledoit_wolf,2024-01-31,2024-02-13,-0.004502523794969544,0.0,150
ledoit_wolf,2024-01-31,2024-02-14,0.003269848311735597,0.0,150
ledoit_wolf,2024-01-31,2024-02-15,0.006536299271906408,0.0,150
ledoit_wolf,2024-01-31,2024-02-16,0.0013456455464323325,0.0,150
ledoit_wolf,2024-01-31,2024-02-20,0.006288127405866425,0.0,150
ledoit_wolf,2024-01-31,2024-02-21,0.002257537576619952,0.0,150
ledoit_wolf,2024-01-31,2024-02-22,0.009456506994503937,0.0,150
ledoit_wolf,2024-01-31,2024-02-23,0.0055147805289516676,0.0,150
ledoit_wolf,2024-01-31,2024-02-26,-0.0014726865999828988,0.0,150
ledoit_wolf,2024-01-31,2024-02-27,-0.00038265373687766967,0.0,150
ledoit_wolf,2024-01-31,2024-02-28,0.002821267183489562,0.0,150
ledoit_wolf,2024-01-31,2024-02-29,-0.0036176378134082105,0.0,150
ledoit_wolf,2024-01-31,2024-03-01,-6.345868315979454e-05,0.0,150
embedding_prior,2024-01-31,2024-02-01,0.013794186396062062,0.0,150
embedding_prior,2024-01-31,2024-02-02,-0.00261149840706091,0.0,150
embedding_prior,2024-01-31,2024-02-05,-0.005572538846084287,0.0,150
embedding_prior,2024-01-31,2024-02-06,0.005153464896084077,0.0,150
embedding_prior,2024-01-31,2024-02-07,0.0034810992721348087,0.0,150
embedding_prior,2024-01-31,2024-02-08,-0.0017103837871818555,0.0,150
embedding_prior,2024-01-31,2024-02-09,0.0014427591154881486,0.0,150
embedding_prior,2024-01-31,2024-02-12,-0.0007289616364871182,0.0,150
embedding_prior,2024-01-31,2024-02-13,-0.005804630797804504,0.0,150
embedding_prior,2024-01-31,2024-02-14,0.0017922431909923658,0.0,150
embedding_prior,2024-01-31,2024-02-15,0.007363554895055242,0.0,150
embedding_prior,2024-01-31,2024-02-16,0.0005963620413615727,0.0,150
embedding_prior,2024-01-31,2024-02-20,0.004710236940269009,0.0,150
embedding_prior,2024-01-31,2024-02-21,0.004641119548925607,0.0,150
embedding_prior,2024-01-31,2024-02-22,0.009189242908149329,0.0,150
embedding_prior,2024-01-31,2024-02-23,0.004659694322548322,0.0,150
embedding_prior,2024-01-31,2024-02-26,-0.0013997011346901067,0.0,150
embedding_prior,2024-01-31,2024-02-27,-0.0008893748253258182,0.0,150
embedding_prior,2024-01-31,2024-02-28,0.0008061675297221841,0.0,150
embedding_prior,2024-01-31,2024-02-29,-0.004570821642727186,0.0,150
embedding_prior,2024-01-31,2024-03-01,0.0010478853270782823,0.0,150
sample,2024-02-29,2024-03-01,-0.0007537186874852768,0.29347954751804534,150
sample,2024-02-29,2024-03-04,0.0011176171986263769,0.29347954751804534,150
sample,2024-02-29,2024-03-05,-0.0023851262365940607,0.29347954751804534,150
sample,2024-02-29,2024-03-06,0.005835523182318332,0.29347954751804534,150
sample,2024-02-29,2024-03-07,0.004451961154608231,0.29347954751804534,150
sample,2024-02-29,2024-03-08,0.0006001031320623587,0.29347954751804534,150
sample,2024-02-29,2024-03-11,0.0026600145614250163,0.29347954751804534,150
sample,2024-02-29,2024-03-12,0.0035947621882897185,0.29347954751804534,150
sample,2024-02-29,2024-03-13,-0.00020759925593020117,0.29347954751804534,150
sample,2024-02-29,2024-03-14,-0.003001735260855231,0.29347954751804534,150
sample,2024-02-29,2024-03-15,0.0008877673932566263,0.29347954751804534,150
sample,2024-02-29,2024-03-18,0.001857608361681898,0.29347954751804534,150
sample,2024-02-29,2024-03-19,0.004637985859281211,0.29347954751804534,150
sample,2024-02-29,2024-03-20,0.0030679026351148418,0.29347954751804534,150
sample,2024-02-29,2024-03-21,-0.004840373588716613,0.29347954751804534,150
sample,2024-02-29,2024-03-22,-0.0028600920311726164,0.29347954751804534,150
sample,2024-02-29,2024-03-25,-0.003283149214145833,0.29347954751804534,150
sample,2024-02-29,2024-03-26,-0.00021209277561899572,0.29347954751804534,150
sample,2024-02-29,2024-03-27,0.011060893429241585,0.29347954751804534,150
sample,2024-02-29,2024-03-28,0.0016512898784573557,0.29347954751804534,150
sample,2024-02-29,2024-04-01,-0.004837142105917939,0.29347954751804534,150
ledoit_wolf,2024-02-29,2024-03-01,-0.0005158779876077056,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-04,0.0021230761479027584,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-05,-0.002880645637091507,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-06,0.006451045040624968,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-07,0.004470404423815215,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-08,0.0007857410573715493,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-11,0.0022038084886800416,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-12,0.0041990684029617606,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-13,-0.000709588852506207,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-14,-0.00314523121109114,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-15,0.0002722174010528272,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-18,0.0018330998179325229,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-19,0.004868053186439268,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-20,0.0029419204127681805,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-21,-0.003978160818844274,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-22,-0.0028217301349083685,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-25,-0.003476059206967745,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-26,-0.0002031202576263387,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-27,0.010925372861096096,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-03-28,0.0017833342920012692,0.21567422940416583,150
ledoit_wolf,2024-02-29,2024-04-01,-0.004816024173300543,0.21567422940416583,150
embedding_prior,2024-02-29,2024-03-01,0.0007026624937354406,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-04,0.00021765369950664764,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-05,-0.006635248074303993,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-06,0.005136662015282958,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-07,0.0033083007025616557,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-08,-0.0017620969730802872,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-11,0.0031016898793153995,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-12,0.005319745118145376,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-13,-0.001243217323555359,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-14,-0.0026900136915904743,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-15,-0.0003616388104303466,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-18,0.002503836545166154,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-19,0.00557730363800849,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-20,0.004559727843321121,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-21,-0.0021731175865189875,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-22,-0.0016877303722887265,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-25,-0.002762623291735526,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-26,-7.905840875984847e-05,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-27,0.011621962132662048,0.3726138238510407,150
embedding_prior,2024-02-29,2024-03-28,-0.0003052861824559025,0.3726138238510407,150
embedding_prior,2024-02-29,2024-04-01,-0.006482183300975142,0.3726138238510407,150
sample,2024-03-28,2024-04-01,-0.0031548053263865984,0.3121642178244148,150
sample,2024-03-28,2024-04-02,-0.004478628600835011,0.3121642178244148,150
sample,2024-03-28,2024-04-03,-0.00023331788743827806,0.3121642178244148,150
sample,2024-03-28,2024-04-04,-0.00977948555302778,0.3121642178244148,150
sample,2024-03-28,2024-04-05,0.00304478232765156,0.3121642178244148,150
sample,2024-03-28,2024-04-08,-0.002783931413923999,0.3121642178244148,150
sample,2024-03-28,2024-04-09,-0.0002862488924647856,0.3121642178244148,150
sample,2024-03-28,2024-04-10,-0.003259888081577821,0.3121642178244148,150
sample,2024-03-28,2024-04-11,-0.005531628962385571,0.3121642178244148,150
sample,2024-03-28,2024-04-12,-0.008236323593677868,0.3121642178244148,150
sample,2024-03-28,2024-04-15,-0.003863568665733739,0.3121642178244148,150
sample,2024-03-28,2024-04-16,0.001121885708577056,0.3121642178244148,150
sample,2024-03-28,2024-04-17,0.0010949855925744857,0.3121642178244148,150
sample,2024-03-28,2024-04-18,-0.000841779307809829,0.3121642178244148,150
sample,2024-03-28,2024-04-19,0.008798024752332916,0.3121642178244148,150
sample,2024-03-28,2024-04-22,0.004803374502871492,0.3121642178244148,150
sample,2024-03-28,2024-04-23,0.0028058261003301574,0.3121642178244148,150
sample,2024-03-28,2024-04-24,0.0042988520110840475,0.3121642178244148,150
sample,2024-03-28,2024-04-25,0.0029765259079292464,0.3121642178244148,150
sample,2024-03-28,2024-04-26,-0.004431533067908589,0.3121642178244148,150
sample,2024-03-28,2024-04-29,0.005161336240984462,0.3121642178244148,150
ledoit_wolf,2024-03-28,2024-04-01,-0.0031033712191813638,0.29624743457492086,150
