ticker,gics_sub_industry,embedding_peers,benchmark_peers,random_peers,embedding_direct_rate,benchmark_direct_rate,random_direct_rate,embedding_jaccard,benchmark_jaccard,random_jaccard
PTC,Application Software,TKO|VRTX|GEHC|UBER|HRL,ORCL|TRMB|CRM|FICO|ADBE,WMB|FTV|KMB|HRL|ICE,0.0,0.4,0.0,0.0,0.05176470588235295,0.0
PYPL,Transaction & Payment Processing Services,GDDY|CPAY|ELV|POOL|GPC,V|JKHY|CPAY|FIS|GPN,KHC|TRMB|FICO|PKG|IP,0.0,0.2,0.0,0.0,0.07333333333333333,0.04
QCOM,Semiconductors,INCY|A|SOLV|UPS|UBER,NVDA|MPWR|AMD|SWKS|AVGO,DOW|HPE|NCLH|PODD|TER,0.0,0.2,0.0,0.0,0.05636363636363637,0.0
RCL,"Hotels, Resorts & Cruise Lines",LUV|NCLH|GPN|DDOG|CEG,NCLH|EXPE|HLT|CCL|MAR,NXPI|AMT|KO|DE|SO,0.2,0.4,0.0,0.10500000000000001,0.18190476190476187,0.0
REGN,Biotechnology,KVUE|DXCM|COO|VRTX|BDX,GILD|MRNA|ABBV|VRTX|INCY,WDC|NKE|ANET|LNT|GRMN,0.0,0.0,0.0,0.0,0.0,0.0
RTX,Aerospace & Defense,LMT|MRK|GD|LHX|ABBV,TDG|TXT|LHX|HWM|BA,TPL|MO|DELL|FFIV|AON,0.2,0.2,0.0,0.1438095238095238,0.141991341991342,0.0
RVTY,Health Care Equipment,TECH|WAT|TMO|LEN|A,BSX|BAX|IDXX|EW|PODD,PKG|CAH|VLTO|UNP|TXN,0.2,0.0,0.0,0.04,0.05,0.0
SJM,Packaged Foods & Meats,BDX|HRL|VRTX|GILD|MMM,MKC|MDLZ|CAG|TSN|KHC,NWS|WDAY|FDS|NKE|COHR,0.0,0.0,0.0,0.1,0.21666666666666665,0.0
SNA,Industrial Machinery & Supplies & Components,ECL|WRB|HLT|HST|IEX,SWK|IEX|OTIS|XYL|PNR,MKC|FOXA|RCL|TSN|HPQ,0.0,0.0,0.0,0.0,0.0,0.0
SNDK,"Technology Hardware, Storage & Peripherals",LITE|WDC|CIEN|MU|STX,HPQ|AAPL|WDC|STX|HPE,DUK|WDAY|LMT|GEV|ODFL,0.4,0.2,0.0,0.06666666666666667,0.06666666666666667,0.0
SNPS,Application Software,LULU|FISV|IDXX|CNC|SWK,PTC|INTU|APP|FICO|ADSK,SOLV|LII|SPGI|BG|KDP,0.0,0.0,0.0,0.0,0.04,0.02
SO,Electric Utilities,EXC|DUK|CB|EVRG|WM,CEG|VST|EVRG|FE|DUK,IR|PNR|FIX|SPG|HPQ,0.0,0.0,0.0,0.0,0.014285714285714285,0.0
SPGI,Financial Exchanges & Data,MCO|CVS|TTWO|ROL|PNR,FDS|MCO|ICE|MSCI|COIN,TSN|GLW|RCL|SNPS|GEN,0.0,0.0,0.0,0.0,0.2,0.0
STE,Health Care Equipment,ALLE|PNR|TAP|VLTO|OTIS,ISRG|GEHC|IDXX|SYK|PODD,VRSN|HPE|CHTR|DLR|WDC,0.0,0.2,0.0,0.0,0.0,0.0
STX,"Technology Hardware, Storage & Peripherals",COHR|TER|FIX|CIEN|WDC,HPQ|NTAP|HPE|SNDK|WDC,GEN|GEV|XYL|MDLZ|BA,0.2,0.2,0.0,0.0,0.12484848484848485,0.03333333333333333
SWK,Industrial Machinery & Supplies & Components,DASH|LEN|DG|LII|RVTY,HUBB|FTV|PNR|PH|IR,CHRW|MAS|TPR|STLD|MSFT,0.0,0.0,0.0,0.0,0.0,0.0
SWKS,Semiconductors,EBAY|CDW|MSCI|SBUX|IEX,ADI|MPWR|NXPI|ON|INTC,GPC|MU|PPL|DUK|TKO,0.0,0.4,0.0,0.04857142857142857,0.1893939393939394,0.04
SYK,Health Care Equipment,EW|ICE|CTAS|VLTO|DPZ,STE|PODD|BAX|BDX|BSX,QCOM|HAS|CASY|LRCX|COIN,0.0,0.2,0.0,0.0,0.1,0.0
TDG,Aerospace & Defense,LOW|SOLV|F|ADBE|HD,BA|HWM|RTX|GE|LHX,WRB|AIG|CSX|ALL|HON,0.0,0.2,0.0,0.0,0.14999999999999997,0.0
TECH,Life Sciences Tools & Services,RVTY|WAT|ULTA|NXPI|ZBRA,DHR|A|TMO|IQV|WAT,HD|AMZN|BA|TJX|PFE,0.0,0.2,0.0,0.0,0.0,0.0
TMO,Life Sciences Tools & Services,A|RVTY|SOLV|F|COF,TECH|DHR|A|WAT|IQV,HD|UBER|IBM|CME|ABT,0.2,0.2,0.0,0.0,0.0,0.0
TPL,Oil & Gas Exploration & Production,AKAM|CF|OXY|DOW|MPC,OXY|DVN|CTRA|COP|FANG,DLTR|PNC|HPQ|BA|AXON,0.0,0.0,0.0,0.0,0.06666666666666667,0.0
TRMB,Application Software,DRI|SBUX|STZ|AVY|ZTS,TYL|DDOG|WDAY|APP|ADBE,ETN|JBHT|LULU|BDX|VZ,0.0,0.0,0.0,0.0,0.0,0.0
TSN,Packaged Foods & Meats,BALL|EG|WRB|APD|CMCSA,KHC|HRL|MDLZ|MKC|CAG,WDC|AIG|JPM|DLR|IBM,0.0,0.0,0.0,0.0,0.36666666666666664,0.0
TXN,Semiconductors,JBHT|ADI|EBAY|CDW|SWKS,NVDA|AMD|AVGO|INTC|ON,AXON|DLR|APD|DVN|RVTY,0.2,0.2,0.0,0.15,0.055384615384615386,0.0
TXT,Aerospace & Defense,ALLE|EW|PKG|MNST|MMM,RTX|BA|GD|NOC|GE,INTC|REGN|BMY|IDXX|CTVA,0.0,0.0,0.0,0.0,0.0,0.0
TYL,Application Software,GDDY|IBM|LDOS|GPN|CTSH,CDNS|TRMB|PTC|SNPS|FICO,IDXX|WFC|SBUX|XOM|AXON,0.0,0.0,0.2,0.112991452991453,0.02857142857142857,0.025
V,Transaction & Payment Processing Services,MA|COST|PG|SYK|CMCSA,FIS|PYPL|CPAY|XYZ|JKHY,AVY|AAPL|COIN|UNP|APTV,0.2,0.0,0.0,0.06136363636363636,0.13833333333333334,0.05
VRTX,Biotechnology,SJM|BDX|PTC|TKO|HRL,ABBV|GILD|REGN|MRNA|INCY,DDOG|CTSH|NDAQ|A|D,0.0,0.2,0.0,0.0,0.0,0.0
VST,Electric Utilities,CEG|NRG|REGN|DAL|DXCM,EXC|CEG|EVRG|LNT|ES,HAS|MMM|PCAR|TGT|VRSK,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
VTRS,Pharmaceuticals,DD|GM|HST|BG|SBUX,ZTS|PFE|LLY|MRK|BMY,COF|XOM|LHX|ADSK|JKHY,0.0,0.2,0.0,0.0,0.16666666666666666,0.0
WAT,Life Sciences Tools & Services,POOL|ELV|ULTA|COF|RVTY,TECH|A|IQV|TMO|DHR,AON|UNH|DXCM|BR|PPL,0.2,0.4,0.0,0.0,0.03484848484848485,0.0
WDAY,Application Software,IP|EFX|BSX|ACN|INTU,ADBE|PLTR|ORCL|INTU|CRM,IP|INTU|AZO|FICO|VRSN,0.0,0.2,0.0,0.04,0.08636363636363636,0.0
WDC,"Technology Hardware, Storage & Peripherals",STX|CIEN|COHR|TER|FIX,NTAP|STX|HPQ|HPE|SNDK,BMY|TSN|CIEN|XYL|STLD,0.2,0.4,0.0,0.0,0.0,0.0
WEC,Electric Utilities,LNT|FE|ATO|EVRG|NI,FE|EVRG|EXC|DUK|LNT,TKO|GPN|CTAS|PNC|VLTO,0.0,0.0,0.0,0.2,0.2,0.0
XYL,Industrial Machinery & Supplies & Components,ALLE|MNST|PNR|LOW|TAP,OTIS|FTV|IR|SNA|PNR,MKC|GEHC|GPN|HLT|JKHY,0.0,0.0,0.0,0.0,0.0,0.0
XYZ,Transaction & Payment Processing Services,BAX|ZBRA|ODFL|EXPE|EBAY,V|FISV|JKHY|GPN|MA,BA|INCY|PSA|TYL|FANG,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
ZBH,Health Care Equipment,CI|BMY|EG|ZTS|SBUX,BAX|EW|DXCM|SYK|IDXX,TRGP|BLK|EVRG|MNST|CF,0.0,0.2,0.0,0.0,0.0,0.0
ZTS,Pharmaceuticals,STZ|KHC|DRI|DPZ|TRMB,BMY|LLY|MRK|VTRS|PFE,WDAY|NOC|C|SO|ABBV,0.0,0.0,0.0,0.0,0.0,0.0
